"score","text","class"
4," idul fitri ini waktu maaf maaf an maaf akal nya pakai dong mas ","Positive"
9," h hepizen wah maaf banget buat kamu tunggu ya akan minaja bantu maksimal proses kirim ya kak mohon kesediaanya tunggu lebih dahulu ya moga paket segera kakak terima selamat idul fitri bagi saudara yang jalan thx rh","Positive"
3,"idul fitri yang kesan habis salat ied kerjain presentasi lanjut bimbing sidang belum makan opor ih ","Positive"
0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidz","Neutral"
5," selamat idul fitri mohon maaf lahir bathin","Positive"
5," ini taqabbalallaahu minnaa wa minkum taqabbal ya kariim wa jaalanaallaahu wa iyyaakum minal aaidin wal faaiziin wal maqbuulin kullu amin wa antum bi khair selamat idul fitri mohon maaf lahir dan batin ","Positive"
-1,"kakanwil kemenkumham jateng a yuspahruddinsuara takbir kumandang napi lapas brebes dapat remisi khusus idul fitri h kumhampasti bhpsemarang ayuspahruddin kemenkumhamjateng idulfitri h","Negative"
0,"sesmat hari raya idul fitri ","Neutral"
2," selamat raya idul fitri drunn sekal kadrun tetap lah jadi kadrun lama enggak ngadrun tl enggak rame ","Positive"
4,"selamat hari raya idul fitri h","Positive"
1,"lpba lebaran pertama bareng ayangselamat idul fitri semua mohon maaf lahir dan batin ","Positive"
9,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh dan tumbuh tetapprokessaatlebaranbersama laksana sama ","Positive"
1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama laksana sama ","Positive"
0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
5,"rt selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon sama af lahir dan batin kapolrijenderal","Positive"
4," selamat idul fitri juga omm nitip gantung kunci ","Positive"
5,"selamat hari raya idul fitri h mohon maaf lahir batin ya ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
9,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh dan tumbuh tetapprokessaatlebaranbersama laksana sama ","Positive"
5," thrdariakungakasyik selamat hari raya idul fitri mohon maaf lahir batin","Positive"
5,"selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir bathin ","Positive"
5,"rt selamat hari raya idul fitri h taqobbalallahu minna wa minkum shiyamana wa shiyamakum mohon maaf lahir batin untuk teman ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir batin bagi saudara umat muslim ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
0,"rt open house di rumah soeharto saat idul fitri reistrivia ","Neutral"
0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal fa","Neutral"
0,"rt ","Neutral"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
5,"kapolres pati akbp christian tobing si i kak si h sama h serta staf jajar dan bhayangkari ucap taqobalallahu minna wa minkum selamat hari raya idul fitri syawal h mohon maaf lahir dan batin ","Positive"
5,"rt selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
1,"taqabbalallahu minna waminkum shiyamana washiyamakumselamat hari raya idul fitri syawwal hijriyahminal aidin walfaizin mohon maaf lahir dan bathin","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir batin ","Positive"
-1,"harap idul fitri harap jadi momentum seluruh masyarakat kembali ke fitra ","Negative"
5,"rt sholat idul fitri di bal jaga oleh calang selamat hari raya idul fitri bagi yang raya mohon maaf lahir dan b","Positive"
5,"selamat hari raya idul fitri maaf egar suka ngetwit kasar","Positive"
0,"gubernur sumut edy rahmayadi dan wali kota medan bobby afif nasution laksana salat idul fitri h sama di lapang merdeka senin ","Neutral"
-1,"rt di hari yang fitri ini kuketuk pintu maaf atas segala salah salah sikap dan kata kata yang kurang kenan selamat hari","Negative"
6,"ikut senang lihat lebaran balik lagi kayak biasa selamat idul fitri buat teman yang raya ","Positive"
4,"rt selamat hari raya idul fitri hmohon maaf lahir dan bathin iklan lawas gudang garam ","Positive"
9,"rt jis memang top selamat hari raya idul fitri minal aidzin walfaidzin mohon maaf lahir dan bathin untuk semua ","Positive"
0,"rt mau ikut shopeepay thr tapi harus follow like dan rt ya link nya kirim besok pagi ya hari ini mau silahturahmi","Neutral"
5,"rt kami manajemen hololive indonesia ucap selamat hari raya idul fitri h untuk semua yang raya mohon maaf","Positive"
0,"rt lihat bagaimana antusias warga yang ikut salat idul fitri di balai kota surabaya bahkan admin yakin enggak sih","Neutral"
0,"presiden jokowi dan ibu iriana salat idul fitri di halaman istana yogyakarta jokowi salatied ","Neutral"
4,"rt assalamualaikum wr wb di hari yang fitri ini semua wajah seri hati kembali bersih dan suci moga berkah senantia","Positive"
8,"selamat hari raya idul fitri h moga di hari menang ini hati bisa ku menang juga ","Positive"
-3," salam siang numpang nge follow tunggu follback nya yaselamat idul fitri mhn maaf lahir dan batin","Negative"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
5,"taqobballahuminna wa minkum taqobbal ya kariim selamat hari raya idul fitri hijriah minal aidzin wal faidzin mohon maaf lahir dan batin ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
5," assalaamu alaikum warrahmatullahi wabarakaatuhbang udin selamat idul fitri syawal h mohon maaf lahir batin taqabbalallahu minna wa minkum barakallahu fiikum ","Positive"
9,"selamat hari raya idul fitri minal aidin wal faidzin mohon maaf lahir batin moga kita semua kembali bersih dan suci kumhamsemakinpasti bapasbogor pastibageur ","Positive"
8,"segenap admin penting los ucap selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
5," selamat hari raya idul fitri h mohon maaf lahir batin ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
2,"lembaga masyarakat kelas iia tanjungpinang saata ini huni oleh orang per tanggal mei dari jumlah itu orang warga bina masyarakat yang agama islam nyata penuh syarat untuk usul dapat remisi khusus hari raya idul fitri tahun ","Positive"
-10,"apa cuma saat idul fitri wanita bisa minta maaf dan ngakuin salah dluan kalo begitu tiap ada masalah pen idul fitri terus saja deh wkwk","Negative"
4,"selamat hari raya idul fitri h jangan lupa maaf diri sendiri belum maaf orang lain ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
5,"yes syawal h ada ini nih selamat lebaran idul fitri mohon maaf lahir batin","Positive"
0,"dalamsejarahislam raya idul fitri pertama kali selenggara pada masehi atau tahun ke hijriyah waktu raya sebut tepat dengan selesai perang badar yang menang oleh kaum muslimin","Neutral"
6,"yang rasa kurang cuman taraweh kemarin blas ra rajin nek luweh rajin mesti aura idul fitri bakal lebih mantap mugo mugo tahun harap iso komplit paket puasane plus tarweh ndarus l iktikaf ben idul fitri ini rasa luwih nikmat ","Positive"
0,"rt ya sekal lagi karena puasa ramadan dan salat idul fitri itu bukan kalender patok jadi bisa saja cara kalender ki","Neutral"
4,"selamat hari raya idul fitrimohon maaf lahir dan batin ","Positive"
12,"selamat hari raya idul fitri h lebaran tahun ini kita wajib patuh protokol sehat dengan laksana sama dan tetap waspada karena covid belum penuh hilang tetapprokessaatlebaranbersama laksana sama ","Positive"
0,"rt taqabbalallahu minna wa minkum taqabbal ya karimwa saja alanallahu wa iyyakum minal aidin wal faizin wal maqbulina kullu","Neutral"
7,"rt salam dan semangat idul fitri hijriah dari keluarga besar sita tangerang terus kanp rjuangan sita pe","Positive"
5," makan pagi pakai sambal teri lauk pakai ikan patin selamat hari raya idul fitri mohon maaf lahir dan batin monggo kalo mau kasih thr ","Positive"
1,"bagi sahabat yang raya selamat idul fitri syawal h taqobbal allahu minna waminkum mohon maaf lahir bathin atas semua salah khilaf ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
4,"selamat idul fitri h","Positive"
1,"salah satu tradisi lebaran adalah ndelok arek cilik makaryo selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
5,"personil polsek srandakan laksana aman giat malam takbir idul fitri h tahun sama di panjang jalan srandakan dari bundar srandakan sampai dengan sapuangin minggu malam ","Positive"
4," selamat hari raya idul fitri maaf lahir bathin ","Positive"
4,"rt andai jemari tack sempat brjbat andai raga tack dapat btatap iring bedug yang mnggma seru takbir yang brkumandang quhaturka","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
4,"selamat hari raya idul fitri buat yang raya ","Positive"
4,"selamat hari raya idul fitri ","Positive"
4," selamat hari raya idul fitri","Positive"
5,"rt selamat idul fitri all mohon maaf lahir dan batin yang lagi mudik selamat bertemu dengan keluarga besarsemoga tahun","Positive"
4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"sama forkopimda dandim terus laksana aman malam takbir sambut hari raya idul fitri","Positive"
5,"jnicc embassy of india ini jakarta ucap selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan bathin ","Positive"
0," idul fitri tahun ini lagi enggak pengin ribet ribet ","Neutral"
0,"kakanwil kemenkumham jateng a yuspahruddinmomen idul fitri h lapas brebes fasilitas wbp bertemu keluarga cara virtual kumhampasti bhpsemarang ayuspahruddin kemenkumhamjateng idulfitri h","Neutral"
5,"selamat hari raya idul fitri syawal h minal aidin wal faizin mohon maaf lahir dan batin ","Positive"
6,"selamat hari raya idul fitri mohon maaf ya kalau ada cuit saya yang tusuk hati hehe ","Positive"
1,"kabidhumas polda kalbar kombes pol jansen avitus panjaitan si i kak sama h serta stafmengucapkanselamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
4,"atase didik dan budaya kbri riyadh ucap selamat hari raya idul fitri h ","Positive"
5,"rt selamat hari raya idul fitri h taqabbalallahu minna wa minkum shiyamana wa shiyamakum minal aidin wal faizin mohon","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
1," selamat hari raya idul fitri syawal h mohon maaf lahir bathin atas segala khilaf dan salah ","Positive"
0," sami njih ndan kawulo ugi ngaturaken wilujeng idul fitri nyuwun agunging pangapunten mugi kito kanugrahan jatining fitrah saking gusti ingkang moho pemurahaamiin yra ","Neutral"
0,"gubernur jateng ganjar pranowo tuna salat idul fitri di lapang simpanglima semarang ","Neutral"
4," eid mubarak taqabbalallahu minna wa minkum selamat hari raya idul fitri syawal hijriah buat ","Positive"
7," kasubsi ayan tahan bacak surat putus suka remisi khusus agama idul fitri hijriah dan berik cara simbolis kepada orang warga bina tidak ada orang yang dapat remisi suai syarat baik subtantif maupun administratif ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
0,"jangan lupa bakso guiss karena hari raya idul fitri sudah masuk siang hari","Neutral"
0,"rt loh kata balik akun itu ada aktor yang nama bobby risakotta atau ninoy karundeng bagaimana sih i","Neutral"
0,"rt ","Neutral"
8,"selamat hari raya idul fitri syawal hijriah berkah bahagia dan bagi warna hari nan fitri ini salam indonesia satu teman ganjar idulfitri h ","Positive"
-3," salam siang numpang nge follow tunggu follback nya yaselamat idul fitri mhn maaf lahir dan batin","Negative"
0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
5,"di tengah gema takbir yang kumandang di hari yang fitrah ini kapolri ucap selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin kepada seluruh umat muslim di indonesia tetapprokessaatlebaranbersama laksana sama polrestabandung ","Positive"
4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
5,"kepala rutan serta ketua dharma wanita satu dwp rutan pinrang kanwil kemenkumham sulsel ucap selamat hari raya idul fitri hijriah mohon maaf lahir dan batin kumhampasti kumhamsulsel rutanpinrang ","Positive"
3,"lihat bagaimana antusias warga yang ikut salat idul fitri di balai kota surabaya bahkan admin yakin enggak cuman di balai kota surabaya saja yang ramai tapi juga di tempat lain juga penuh dan ramaijadi menu apa yang wajib ada di rumah saat hari raya lebaran ","Positive"
4,"rt selamat hari raya idul fitrimohon maaf lahir dan batinselamat lebaran aku mudik ke jepang bentar ya ","Positive"
8,"selamat ber idul fitri bahagia kawan ","Positive"
0,"wtb twibbon idul fitri zonauang","Neutral"
0," lelemukucom ini pesan idul fitri hijriah dari presiden joko widodo news breakingnews sekilasinfo berita","Neutral"
0,"berkah idul fitri orang wbp lpp pangkalpinang dapat remisi khususselengkapnya ","Neutral"
